 area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zillow_id,address,city,state,zipcode
 SqFt,6.0,5,4660,SingleFamily,11/16/2016,1789000,https://www.zillow.com/homedetails/18165-Sweet-Elm-Dr-Encino-CA-91316/19951008_zpid/,$2.69M,17493,,9500,08/07/2018,1789000.0,2017,1987,2559010,08/07/2018,19951008,18165 Sweet Elm Dr,Encino,CA,91316
 SqFt,5.0,5,4973,SingleFamily,04/13/2018,2550000,https://www.zillow.com/homedetails/4020-Alonzo-Ave-Encino-CA-91316/19951092_zpid/,$2.55M,17424,,9500,08/07/2018,1356600.0,2017,1976,2549026,08/07/2018,19951092,4020 Alonzo Ave,Encino,CA,91316
 SqFt,5.0,5,5410,SingleFamily,06/14/2011,2301000,https://www.zillow.com/homedetails/4165-Elm-View-Dr-Encino-CA-91316/19951146_zpid/,$3.00M,55234,,12147,08/07/2018,2539754.0,2017,2000,3089211,08/07/2018,19951146,4165 Elm View Dr,Encino,CA,91316
 SqFt,7.0,5,6886,Miscellaneous,07/12/2017,2600000,https://www.zillow.com/homedetails/3851-Rock-Hampton-Dr-Tarzana-CA-91356/19951228_zpid/,$2.6M,43560,,12900,08/07/2018,2807855.0,2017,1996,2875814,08/07/2018,19951228,3851 Rock Hampton Dr,Tarzana,CA,91356
 SqFt,7.0,6,7416,SingleFamily,01/23/2017,2700000,https://www.zillow.com/homedetails/18335-Rancho-St-Tarzana-CA-91356/19951271_zpid/,$2.7M,62526,,15034,08/07/2018,1414280.0,2017,1996,3203225,08/07/2018,19951271,18335 Rancho St,Tarzana,CA,91356
 SqFt,2.0,4,1640,SingleFamily,07/28/2017,890000,https://www.zillow.com/homedetails/4536-Canoga-Dr-Woodland-Hills-CA-91364/19951424_zpid/,$890K,8494,,3500,08/07/2018,712980.0,2017,1961,852785,08/07/2018,19951424,4536 Canoga Dr,Woodland Hills,CA,91364
 SqFt,1.75,4,2174,SingleFamily,11/01/2017,810000,https://www.zillow.com/homedetails/6561-Matilija-Ave-Valley-Glen-CA-91401/2092857555_zpid/,$810K,15468,,3100,08/07/2018,93533.0,2017,1926,823432,08/07/2018,2092857555,6561 Matilija Ave,Van Nuys,CA,91401
 SqFt,3.0,4,1426,SingleFamily,03/22/2011,205000,https://www.zillow.com/homedetails/6236-Halbrent-Ave-Van-Nuys-CA-91411/19971487_zpid/,$935K,6076,,3000,08/07/2018,226296.0,2017,1947,914777,08/07/2018,19971487,6236 Halbrent Ave,Van Nuys,CA,91411
 SqFt,3.0,5,1995,SingleFamily,07/11/2018,1175000,https://www.zillow.com/homedetails/5918-Cedros-Ave-Van-Nuys-CA-91411/19972348_zpid/,$1.18M,6895,,2600,08/07/2018,144443.0,2017,1943,1109470,08/07/2018,19972348,5918 Cedros Ave,Van Nuys,CA,91411
 SqFt,2.0,4,1471,SingleFamily,11/22/2017,805000,https://www.zillow.com/homedetails/5748-Tobias-Ave-Van-Nuys-CA-91411/19972718_zpid/,$805K,6603,,3600,08/07/2018,685501.0,2017,1948,843228,08/07/2018,19972718,5748 Tobias Ave,Van Nuys,CA,91411
 SqFt,2.0,4,1345,SingleFamily,06/23/2017,717500,https://www.zillow.com/homedetails/14313-Califa-St-Van-Nuys-CA-91401/19973303_zpid/,$718K,6750,,3200,08/07/2018,610095.0,2017,1939,762021,08/07/2018,19973303,14313 Califa St,Van Nuys,CA,91401
 SqFt,2.0,4,1704,SingleFamily,03/15/2018,915000,https://www.zillow.com/homedetails/5626-Matilija-Ave-Van-Nuys-CA-91401/19974237_zpid/,$915K,8097,,3500,08/07/2018,364701.0,2017,1955,937170,08/07/2018,19974237,5626 Matilija Ave,Van Nuys,CA,91401
 SqFt,1.5,4,1691,SingleFamily,07/31/2018,895000,https://www.zillow.com/homedetails/5508-Hazeltine-Ave-Sherman-Oaks-CA-91401/19974445_zpid/,$895K,5499,,3450,08/07/2018,683464.0,2017,1928,925227,08/07/2018,19974445,5508 Hazeltine Ave,Sherman Oaks,CA,91401
 SqFt,3.0,4,2178,SingleFamily,09/29/2016,1575000,https://www.zillow.com/homedetails/13818-Chandler-Blvd-Sherman-Oaks-CA-91401/19974649_zpid/,$1.57M,27007,,6750,08/07/2018,1436800.0,2017,1938,1721412,08/07/2018,19974649,13818 Chandler Blvd,Sherman Oaks,CA,91401
 SqFt,3.0,4,3001,SingleFamily,04/20/2018,2118000,https://www.zillow.com/homedetails/13808-Chandler-Blvd-Sherman-Oaks-CA-91401/19974650_zpid/,$2.12M,26911,,5500,08/07/2018,201489.0,2017,1937,2016100,08/07/2018,19974650,13808 Chandler Blvd,Sherman Oaks,CA,91401
 SqFt,5.0,5,3334,SingleFamily,07/28/2016,1425000,https://www.zillow.com/homedetails/14236-Margate-St-Sherman-Oaks-CA-91401/19975257_zpid/,$15K,6534,,5900,08/07/2018,1425000.0,2017,1959,1523398,08/07/2018,19975257,14236 Margate St,Sherman Oaks,CA,91401
 SqFt,2.0,4,1910,SingleFamily,09/26/1997,230000,https://www.zillow.com/homedetails/4715-Katherine-Ave-Sherman-Oaks-CA-91423/19975479_zpid/,$1.25M,6947,,3700,08/07/2018,316420.0,2017,1951,1190564,08/07/2018,19975479,4715 Katherine Ave,Sherman Oaks,CA,91423
 SqFt,1.0,4,1324,SingleFamily,04/04/2017,732000,https://www.zillow.com/homedetails/5427-Burnet-Ave-Sherman-Oaks-CA-91411/19976420_zpid/,$732K,6750,,2995,08/07/2018,628000.0,2017,1949,581630,08/07/2018,19976420,5427 Burnet Ave,Sherman Oaks,CA,91411
 SqFt,2.0,4,1533,SingleFamily,09/08/2015,755000,https://www.zillow.com/homedetails/5932-Wish-Ave-Encino-CA-91316/19977852_zpid/,$6.0K,6000,,3495,08/07/2018,770100.0,2017,1956,826216,08/07/2018,19977852,5932 Wish Ave,Encino,CA,91316
 SqFt,3.0,4,1470,SingleFamily,03/29/2016,670000,https://www.zillow.com/homedetails/5906-Ostrom-Ave-Encino-CA-91316/19977905_zpid/,$6K,6002,,3195,08/07/2018,683400.0,2017,1956,816262,08/07/2018,19977905,5906 Ostrom Ave,Encino,CA,91316
 SqFt,2.0,4,1469,SingleFamily,04/18/2011,485000,https://www.zillow.com/homedetails/17220-Hatteras-St-Encino-CA-91316/19978062_zpid/,$3.9K,6098,,3400,08/07/2018,535388.0,2017,1955,791660,08/07/2018,19978062,17220 Hatteras St,Encino,CA,91316
 SqFt,2.0,4,1427,SingleFamily,09/11/2015,733000,https://www.zillow.com/homedetails/5701-Aldea-Ave-Encino-CA-91316/19978154_zpid/,$733K,5967,,3250,08/07/2018,747660.0,2017,1955,774482,08/07/2018,19978154,5701 Aldea Ave,Encino,CA,91316
 SqFt,2.0,4,1421,SingleFamily,08/17/2017,720000,https://www.zillow.com/homedetails/5663-Wish-Ave-Encino-CA-91316/19978213_zpid/,$720K,5662,,3250,08/07/2018,104727.0,2017,1955,771661,08/07/2018,19978213,5663 Wish Ave,Encino,CA,91316
 SqFt,2.0,4,1421,SingleFamily,09/07/2016,780000,https://www.zillow.com/homedetails/5601-Ostrom-Ave-Encino-CA-91316/19978241_zpid/,$780K,6098,,3300,08/07/2018,780000.0,2017,1955,767149,08/07/2018,19978241,5601 Ostrom Ave,Encino,CA,91316
 SqFt,8.5,6,6607,SingleFamily,05/06/2016,2772000,https://www.zillow.com/homedetails/5226-Shoshone-Ave-Encino-CA-91316/19978457_zpid/,$2.77M,23796,,12900,08/07/2018,2827440.0,2017,1970,3276742,08/07/2018,19978457,5226 Shoshone Ave,Encino,CA,91316
 SqFt,7.0,6,6531,SingleFamily,08/30/2016,2775000,https://www.zillow.com/homedetails/5218-Shoshone-Ave-Encino-CA-91316/19978458_zpid/,$2.77M,19192,,12900,08/07/2018,2775000.0,2017,1970,3246686,08/07/2018,19978458,5218 Shoshone Ave,Encino,CA,91316
 SqFt,4.0,5,3181,SingleFamily,03/25/1999,625000,https://www.zillow.com/homedetails/17622-Weddington-St-Encino-CA-91316/19978489_zpid/,$2.25M,16470,,6220,08/07/2018,851774.0,2017,1954,2257976,08/07/2018,19978489,17622 Weddington St,Encino,CA,91316
 SqFt,5.0,5,5177,SingleFamily,01/12/2017,2897000,https://www.zillow.com/homedetails/17330-Clark-St-Encino-CA-91316/19978593_zpid/,$2.90M,19602,,10444,08/07/2018,1921888.0,2017,1966,3277789,08/07/2018,19978593,17330 Clark St,Encino,CA,91316
 SqFt,6.0,6,4328,SingleFamily,03/27/2018,2330000,https://www.zillow.com/homedetails/17340-Cumpston-St-Encino-CA-91316/19978628_zpid/,$2.33M,16770,,7855,08/07/2018,1142379.0,2017,1968,2452149,08/07/2018,19978628,17340 Cumpston St,Encino,CA,91316
 SqFt,6.0,5,4604,SingleFamily,08/03/2018,2950000,https://www.zillow.com/homedetails/17357-Magnolia-Blvd-Encino-CA-91316/19978667_zpid/,$2.95M,23121,,11700,08/07/2018,1662389.0,2017,1938,2996299,08/07/2018,19978667,17357 Magnolia Blvd,Encino,CA,91316
 SqFt,7.0,6,5782,SingleFamily,06/21/2016,2615000,https://www.zillow.com/homedetails/5114-Encino-Ave-Encino-CA-91316/19978679_zpid/,$2.62M,22407,,10594,08/07/2018,2667300.0,2017,1952,3105099,08/07/2018,19978679,5114 Encino Ave,Encino,CA,91316
 SqFt,2.0,4,2247,SingleFamily,12/29/2016,1715000,https://www.zillow.com/homedetails/5142-Encino-Ave-Encino-CA-91316/19978680_zpid/,$1.72M,26985,,7500,08/07/2018,1715000.0,2017,1935,3125464,08/07/2018,19978680,5142 Encino Ave,Encino,CA,91316
 SqFt,6.25,5,6305,SingleFamily,01/20/2016,2800000,https://www.zillow.com/homedetails/5056-Chicopee-Ave-Encino-CA-91316/19978710_zpid/,$2.8M,17040,,11800,08/07/2018,2856000.0,2017,2005,3377514,08/07/2018,19978710,5056 Chicopee Ave,Encino,CA,91316
 SqFt,5.5,5,4900,SingleFamily,06/29/2016,2645000,https://www.zillow.com/homedetails/5347-Aldea-Ave-Encino-CA-91316/19979236_zpid/,$2.65M,18051,,10698,08/07/2018,2697900.0,2017,1963,3091536,08/07/2018,19979236,5347 Aldea Ave,Encino,CA,91316
 SqFt,6.0,4,5403,SingleFamily,,,https://www.zillow.com/homedetails/5415-Amestoy-Ave-Encino-CA-91316/19979273_zpid/,$2.65M,22000,,8995,08/07/2018,991955.0,2017,1981,2949512,08/07/2018,19979273,5415 Amestoy Ave,Encino,CA,91316
 SqFt,7.0,5,5041,SingleFamily,12/16/2016,2610000,https://www.zillow.com/homedetails/5401-Ostrom-Ave-Encino-CA-91316/19979279_zpid/,$2.61M,17859,,10130,08/07/2018,2610000.0,2017,1958,2996300,08/07/2018,19979279,5401 Ostrom Ave,Encino,CA,91316
 SqFt,6.0,5,4420,SingleFamily,01/29/2016,2800000,https://www.zillow.com/homedetails/5158-Louise-Ave-Encino-CA-91316/19979286_zpid/,$2.8M,16988,,11698,08/07/2018,2856000.0,2017,2015,3371344,08/07/2018,19979286,5158 Louise Ave,Encino,CA,91316
 SqFt,5.0,4,4132,SingleFamily,01/17/2018,2400000,https://www.zillow.com/homedetails/17149-Mccormick-St-Encino-CA-91316/19979335_zpid/,$2.4M,12196,,8205,08/07/2018,1568000.0,2017,1954,2443352,08/07/2018,19979335,17149 Mccormick St,Encino,CA,91316
 SqFt,7.5,7,5779,SingleFamily,06/02/2016,2950000,https://www.zillow.com/homedetails/5141-Genesta-Ave-Encino-CA-91316/19979756_zpid/,$2.95M,14884,,11950,08/07/2018,3009000.0,2017,2008,3463751,08/07/2018,19979756,5141 Genesta Ave,Encino,CA,91316
 SqFt,4.0,5,2452,SingleFamily,10/20/2017,2975000,https://www.zillow.com/homedetails/17037-Otsego-St-Encino-CA-91316/19979772_zpid/,$2.98M,9583,,10609,08/07/2018,1199000.0,2017,1950,3139157,08/07/2018,19979772,17037 Otsego St,Encino,CA,91316
 SqFt,4.0,5,3949,SingleFamily,04/09/2018,2447000,https://www.zillow.com/homedetails/5265-Genesta-Ave-Encino-CA-91316/19979899_zpid/,$2.45M,16388,,8032,08/07/2018,975225.0,2017,1962,2467299,08/07/2018,19979899,5265 Genesta Ave,Encino,CA,91316
 SqFt,6.0,5,5200,SingleFamily,04/15/2016,835000,https://www.zillow.com/homedetails/5122-Otsego-Ct-Encino-CA-91436/19979954_zpid/,$2.75M,13329,,7200,08/07/2018,851700.0,2017,2018,2847823,08/07/2018,19979954,5122 Otsego Ct,Encino,CA,91436
 SqFt,4.0,6,4312,SingleFamily,07/23/2013,1465000,https://www.zillow.com/homedetails/4937-Hayvenhurst-Ave-Encino-CA-91436/19980293_zpid/,$2.5M,12357,,6950,08/07/2018,1547396.0,2017,1960,2226844,08/07/2018,19980293,4937 Hayvenhurst Ave,Encino,CA,91436
 SqFt,6.0,5,5526,SingleFamily,01/04/2018,2975000,https://www.zillow.com/homedetails/5026-Noeline-Ave-Encino-CA-91436/19980515_zpid/,$2.98M,10234,,10197,08/07/2018,1081200.0,2017,2017,3097677,08/07/2018,19980515,5026 Noeline Ave,Encino,CA,91436
 SqFt,6.0,5,5415,SingleFamily,03/28/2017,2782500,https://www.zillow.com/homedetails/4917-Odessa-Ave-Encino-CA-91436/19980550_zpid/,$2.78M,9750,,10450,08/07/2018,869865.0,2017,2016,3099266,08/07/2018,19980550,4917 Odessa Ave,Encino,CA,91436
 SqFt,2.0,4,2301,SingleFamily,08/26/2016,2626000,https://www.zillow.com/homedetails/5026-Odessa-Ave-Encino-CA-91436/19980569_zpid/,$2.63M,9773,,6900,08/07/2018,2626000.0,2017,1948,3043160,08/07/2018,19980569,5026 Odessa Ave,Encino,CA,91436
 SqFt,5.5,5,5331,SingleFamily,04/04/2018,2925000,https://www.zillow.com/homedetails/4957-Edgerton-Ave-Encino-CA-91436/19980618_zpid/,$2.92M,9631,,4600,08/07/2018,553368.0,2017,2017,3074237,08/07/2018,19980618,4957 Edgerton Ave,Encino,CA,91436
 SqFt,6.0,5,5658,SingleFamily,03/20/2017,2700000,https://www.zillow.com/homedetails/5128-Libbit-Ave-Encino-CA-91436/19980724_zpid/,$2.7M,12589,,9405,08/07/2018,468628.0,2016,2017,,01/01/1970,19980724,5128 Libbit Ave,Encino,CA,91436
 SqFt,6.0,5,5300,SingleFamily,07/28/2016,2750000,https://www.zillow.com/homedetails/5108-Sophia-Ave-Encino-CA-91436/19980742_zpid/,$2.75M,10018,,11065,08/07/2018,2750000.0,2017,2016,3197858,08/07/2018,19980742,5108 Sophia Ave,Encino,CA,91436
 SqFt,5.5,5,5530,SingleFamily,05/25/2018,2975000,https://www.zillow.com/homedetails/5125-Valjean-Ave-Encino-CA-91436/19980753_zpid/,$2.98M,10241,,7558,08/07/2018,529711.0,2017,2018,3051601,08/07/2018,19980753,5125 Valjean Ave,Encino,CA,91436
 SqFt,5.0,5,5697,SingleFamily,07/26/2018,2990000,https://www.zillow.com/homedetails/5155-Valjean-Ave-Encino-CA-91436/19980757_zpid/,$2.99M,10236,,10129,08/07/2018,1050000.0,2017,2017,3064780,08/07/2018,19980757,5155 Valjean Ave,Encino,CA,91436
 SqFt,3.0,4,3444,SingleFamily,12/26/1996,338000,https://www.zillow.com/homedetails/5177-Woodley-Ave-Encino-CA-91436/19980795_zpid/,$2.1M,17049,,6650,08/07/2018,557331.0,2017,1951,2127648,08/07/2018,19980795,5177 Woodley Ave,Encino,CA,91436
 SqFt,6.0,5,5803,SingleFamily,05/17/2017,2800000,https://www.zillow.com/homedetails/15737-Hesby-St-Encino-CA-91436/19980927_zpid/,$3.00M,12641,,9622,08/07/2018,918000.0,2017,2017,3076828,08/07/2018,19980927,15737 Hesby St,Encino,CA,91436
 SqFt,4.5,5,5400,SingleFamily,08/09/2017,2895000,https://www.zillow.com/homedetails/5005-Gloria-Ave-Encino-CA-91436/19981298_zpid/,$2.90M,10018,,9990,08/07/2018,912500.0,2017,2017,3109235,08/07/2018,19981298,5005 Gloria Ave,Encino,CA,91436
 SqFt,2.0,4,1550,MultiFamily2To4,06/30/2017,887500,https://www.zillow.com/homedetails/15227-Valleyheart-Dr-Sherman-Oaks-CA-91403/19982144_zpid/,$888K,7121,,2950,08/07/2018,953762.0,2017,1946,974670,08/07/2018,19982144,15227 Valleyheart Dr,Sherman Oaks,CA,91403
 SqFt,5.0,4,1157,SingleFamily,09/22/2017,1745500,https://www.zillow.com/homedetails/14628-Huston-St-Sherman-Oaks-CA-91403/19982277_zpid/,$1.75M,5662,,3200,08/07/2018,657900.0,2017,2017,1314874,08/07/2018,19982277,14628 Huston St,Sherman Oaks,CA,91403
 SqFt,3.0,4,1229,SingleFamily,02/17/2016,760000,https://www.zillow.com/homedetails/14545-Morrison-St-Sherman-Oaks-CA-91403/19982372_zpid/,$760K,5662,,3500,08/07/2018,775200.0,2017,1953,931971,08/07/2018,19982372,14545 Morrison St,Sherman Oaks,CA,91403
 SqFt,5.1,5,4078,SingleFamily,07/27/2018,2245000,https://www.zillow.com/homedetails/14713-Hartsook-St-Sherman-Oaks-CA-91403/19982747_zpid/,$2.25M,6503,,2850,08/07/2018,643620.0,2017,2018,1893598,08/07/2018,19982747,14713 Hartsook St,Sherman Oaks,CA,91403
 SqFt,3.0,4,1734,SingleFamily,06/08/2018,1070000,https://www.zillow.com/homedetails/4749-Halbrent-Ave-Sherman-Oaks-CA-91403/19982899_zpid/,$1.07M,7200,,4600,08/07/2018,770000.0,2017,1941,1036922,08/07/2018,19982899,4749 Halbrent Ave,Sherman Oaks,CA,91403
 SqFt,5.0,4,4300,SingleFamily,07/09/2018,2238000,https://www.zillow.com/homedetails/15123-Camarillo-St-Sherman-Oaks-CA-91403/19983180_zpid/,$2.24M,6076,,6871,08/07/2018,1838500.0,2017,2016,2152394,08/07/2018,19983180,15123 Camarillo St,Sherman Oaks,CA,91403
 SqFt,4.0,4,3351,SingleFamily,10/01/2014,695000,https://www.zillow.com/homedetails/4657-Norwich-Ave-Sherman-Oaks-CA-91403/19983266_zpid/,$2M,5401,,4200,08/07/2018,719709.0,2017,2018,1915316,08/07/2018,19983266,4657 Norwich Ave,Sherman Oaks,CA,91403
 SqFt,6.0,5,4333,SingleFamily,07/05/2018,2434000,https://www.zillow.com/homedetails/4433-Calhoun-Ave-Sherman-Oaks-CA-91423/19984307_zpid/,$2.43M,6751,,3000,08/07/2018,2015000.0,2017,2016,2447009,08/07/2018,19984307,4433 Calhoun Ave,Sherman Oaks,CA,91423
 SqFt,3.0,4,1809,SingleFamily,05/11/2017,1356790,https://www.zillow.com/homedetails/4450-Calhoun-Ave-Sherman-Oaks-CA-91423/19984335_zpid/,$1.36M,6751,,5083,08/07/2018,731340.0,2017,1945,1250085,08/07/2018,19984335,4450 Calhoun Ave,Sherman Oaks,CA,91423
 SqFt,5.5,5,3800,SingleFamily,05/09/2018,2318000,https://www.zillow.com/homedetails/4439-Stansbury-Ave-Sherman-Oaks-CA-91423/19984340_zpid/,$2.32M,6751,,3600,08/07/2018,806820.0,2017,2018,2379996,08/07/2018,19984340,4439 Stansbury Ave,Sherman Oaks,CA,91423
 SqFt,,4,3576,SingleFamily,04/26/2018,2850000,https://www.zillow.com/homedetails/14145-Greenleaf-St-Sherman-Oaks-CA-91423/19984599_zpid/,$2.85M,14374,,8750,08/07/2018,2131800.0,2017,1951,2898619,08/07/2018,19984599,14145 Greenleaf St,Sherman Oaks,CA,91423
 SqFt,6.0,6,4177,SingleFamily,04/27/2017,2275000,https://www.zillow.com/homedetails/14429-Greenleaf-St-Sherman-Oaks-CA-91423/19984801_zpid/,$2.27M,6799,,8500,08/07/2018,1718659.0,2017,2016,2508522,08/07/2018,19984801,14429 Greenleaf St,Sherman Oaks,CA,91423
 SqFt,6.0,5,4992,SingleFamily,08/30/2002,557000,https://www.zillow.com/homedetails/14240-Greenleaf-St-Sherman-Oaks-CA-91423/19984885_zpid/,$2.6M,10454,,10000,08/07/2018,2015974.0,2017,2003,2622981,08/07/2018,19984885,14240 Greenleaf St,Sherman Oaks,CA,91423
 SqFt,6.0,6,4094,SingleFamily,08/26/2015,2550000,https://www.zillow.com/homedetails/14183-Valley-Vista-Blvd-Sherman-Oaks-CA-91423/19984923_zpid/,$2.9M,13089,,12500,08/07/2018,2601000.0,2017,1949,2923509,08/07/2018,19984923,14183 Valley Vista Blvd,Sherman Oaks,CA,91423
 SqFt,2.0,4,1791,SingleFamily,06/26/2018,1247500,https://www.zillow.com/homedetails/14121-Valley-Vista-Blvd-Sherman-Oaks-CA-91423/19984929_zpid/,$1.25M,7030,,5995,08/07/2018,925225.0,2017,1951,1247282,08/07/2018,19984929,14121 Valley Vista Blvd,Sherman Oaks,CA,91423
 SqFt,6.0,5,4600,SingleFamily,04/13/2018,2800000,https://www.zillow.com/homedetails/4229-Hazeltine-Ave-Sherman-Oaks-CA-91423/19984964_zpid/,$2.8M,7008,,4283,08/07/2018,1071000.0,2017,2018,2882483,08/07/2018,19984964,4229 Hazeltine Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4140,SingleFamily,01/20/2018,2575000,https://www.zillow.com/homedetails/4251-Murietta-Ave-Sherman-Oaks-CA-91423/19985086_zpid/,$2.58M,7013,,8995,08/07/2018,2257509.0,2017,2014,2786683,08/07/2018,19985086,4251 Murietta Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4076,SingleFamily,11/23/2016,2650000,https://www.zillow.com/homedetails/4238-Murietta-Ave-Sherman-Oaks-CA-91423/19985104_zpid/,$2.65M,6997,,10357,08/07/2018,2650000.0,2017,2016,3026690,08/07/2018,19985104,4238 Murietta Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4400,SingleFamily,01/12/2017,2450000,https://www.zillow.com/homedetails/4232-Costello-Ave-Sherman-Oaks-CA-91423/19985128_zpid/,$2.45M,6996,,10000,08/07/2018,1004700.0,2017,2016,2979438,08/07/2018,19985128,4232 Costello Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4551,SingleFamily,11/08/2016,2600000,https://www.zillow.com/homedetails/4245-Colbath-Ave-Sherman-Oaks-CA-91423/19985140_zpid/,$2.6M,6992,,10500,08/07/2018,2600000.0,2017,2016,2978954,08/07/2018,19985140,4245 Colbath Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4600,SingleFamily,06/29/2018,2800000,https://www.zillow.com/homedetails/4248-Colbath-Ave-Sherman-Oaks-CA-91423/19985152_zpid/,$2.8M,7000,,4300,08/07/2018,1118398.0,2017,2018,2980605,08/07/2018,19985152,4248 Colbath Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4102,SingleFamily,08/19/2015,2400000,https://www.zillow.com/homedetails/4225-Matilija-Ave-Sherman-Oaks-CA-91423/19985195_zpid/,$2.4M,6995,,3750,08/07/2018,2448000.0,2017,2015,2981279,08/07/2018,19985195,4225 Matilija Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4147,SingleFamily,06/30/2017,2550000,https://www.zillow.com/homedetails/4234-Matilija-Ave-Sherman-Oaks-CA-91423/19985204_zpid/,$2.55M,6495,,8912,08/07/2018,1497500.0,2017,1936,2972581,08/07/2018,19985204,4234 Matilija Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4411,SingleFamily,03/20/2017,2580000,https://www.zillow.com/homedetails/4208-Matilija-Ave-Sherman-Oaks-CA-91423/19985209_zpid/,$2.58M,6494,,9800,08/07/2018,1045500.0,2017,2016,2986810,08/07/2018,19985209,4208 Matilija Ave,Sherman Oaks,CA,91423
 SqFt,5.0,4,3700,SingleFamily,03/10/2018,2568000,https://www.zillow.com/homedetails/4131-Benedict-Canyon-Dr-Sherman-Oaks-CA-91423/19985241_zpid/,$2.57M,6499,,8500,08/07/2018,960000.0,2017,2018,2610266,08/07/2018,19985241,4131 Benedict Canyon Dr,Sherman Oaks,CA,91423
 SqFt,6.0,5,5346,SingleFamily,05/04/2017,2950000,https://www.zillow.com/homedetails/4210-Benedict-Canyon-Dr-Sherman-Oaks-CA-91423/19985248_zpid/,$2.95M,8712,,11029,08/07/2018,2869521.0,2017,2015,3249504,08/07/2018,19985248,4210 Benedict Canyon Dr,Sherman Oaks,CA,91423
 SqFt,6.5,6,5147,SingleFamily,02/03/2016,2950000,https://www.zillow.com/homedetails/4141-Woodman-Ave-Sherman-Oaks-CA-91423/19985267_zpid/,$2.95M,8813,,14495,08/07/2018,3009000.0,2017,2015,3548260,08/07/2018,19985267,4141 Woodman Ave,Sherman Oaks,CA,91423
 SqFt,5.5,5,6325,SingleFamily,08/22/2016,2700000,https://www.zillow.com/homedetails/13812-Davana-Ter-Sherman-Oaks-CA-91423/19985278_zpid/,$2.7M,10850,,11900,08/07/2018,2700000.0,2017,2007,3189941,08/07/2018,19985278,13812 Davana Ter,Sherman Oaks,CA,91423
 SqFt,3.0,4,3067,SingleFamily,02/15/2018,2365000,https://www.zillow.com/homedetails/4104-Stansbury-Ave-Sherman-Oaks-CA-91423/19985407_zpid/,$2.37M,12976,,11000,08/07/2018,2133613.0,2017,1948,2438532,08/07/2018,19985407,4104 Stansbury Ave,Sherman Oaks,CA,91423
 SqFt,3.0,4,2409,SingleFamily,01/17/2018,1745000,https://www.zillow.com/homedetails/14090-Greenleaf-St-Sherman-Oaks-CA-91423/19985409_zpid/,$1.75M,7671,,5700,08/07/2018,950188.0,2017,1959,1755918,08/07/2018,19985409,14090 Greenleaf St,Sherman Oaks,CA,91423
 SqFt,3.0,4,2115,SingleFamily,05/18/2018,1490000,https://www.zillow.com/homedetails/5120-Stern-Ave-Sherman-Oaks-CA-91423/19985571_zpid/,$1.49M,8651,,4995,08/07/2018,898437.0,2017,1948,1456356,08/07/2018,19985571,5120 Stern Ave,Sherman Oaks,CA,91423
 SqFt,6.0,5,4399,SingleFamily,06/20/2018,2800000,https://www.zillow.com/homedetails/5121-Stern-Ave-Sherman-Oaks-CA-91423/19985645_zpid/,$2.8M,8446,,6570,08/07/2018,965000.0,2017,2018,2810272,08/07/2018,19985645,5121 Stern Ave,Sherman Oaks,CA,91423
 SqFt,3.0,4,1620,SingleFamily,11/02/2015,905000,https://www.zillow.com/homedetails/13922-Peach-Grove-St-Sherman-Oaks-CA-91423/19985976_zpid/,$905K,5900,,3900,08/07/2018,923100.0,2017,1948,981541,08/07/2018,19985976,13922 Peach Grove St,Sherman Oaks,CA,91423
 SqFt,2.0,4,1472,SingleFamily,06/21/2016,770000,https://www.zillow.com/homedetails/4960-Ranchito-Ave-Sherman-Oaks-CA-91423/19986115_zpid/,$770K,7405,,3500,08/07/2018,785400.0,2017,1948,933604,08/07/2018,19986115,4960 Ranchito Ave,Sherman Oaks,CA,91423
 SqFt,2.0,4,1462,SingleFamily,05/24/2017,915000,https://www.zillow.com/homedetails/4840-Stern-Ave-Sherman-Oaks-CA-91423/19986154_zpid/,$915K,6098,,4100,08/07/2018,777140.0,2017,1948,954793,08/07/2018,19986154,4840 Stern Ave,Sherman Oaks,CA,91423
 SqFt,6.0,4,4311,SingleFamily,07/13/2017,2580000,https://www.zillow.com/homedetails/4000-Stansbury-Ave-Sherman-Oaks-CA-91423/19986876_zpid/,$2.58M,13939,,9000,08/07/2018,1549858.0,2017,2015,2796166,08/07/2018,19986876,4000 Stansbury Ave,Sherman Oaks,CA,91423
 SqFt,4.75,5,4596,SingleFamily,11/10/2015,3000000,https://www.zillow.com/homedetails/4011-Hollyline-Ave-Sherman-Oaks-CA-91423/19986880_zpid/,$3.00M,59285,,10991,08/07/2018,3060000.0,2017,1954,3670194,08/07/2018,19986880,4011 Hollyline Ave,Sherman Oaks,CA,91423
