 area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zillow_id,address,city,state,zipcode
 SqFt,4.0,4,3629,SingleFamily,02/13/2018,2435000,https://www.zillow.com/homedetails/4101-Witzel-Dr-Sherman-Oaks-CA-91423/19986926_zpid/,$2.44M,41211,,10500,08/07/2018,2334300.0,2017,1950,2508021,08/07/2018,19986926,4101 Witzel Dr,Sherman Oaks,CA,91423
 SqFt,6.0,5,4688,SingleFamily,03/03/2017,2675000,https://www.zillow.com/homedetails/13760-Valley-Vista-Blvd-Sherman-Oaks-CA-91423/19987024_zpid/,$2.67M,7531,,8999,08/07/2018,1585161.0,2017,2016,3007553,08/07/2018,19987024,13760 Valley Vista Blvd,Sherman Oaks,CA,91423
 SqFt,6.0,5,4800,SingleFamily,08/29/2016,2900000,https://www.zillow.com/homedetails/3826-Benedict-Canyon-Dr-Sherman-Oaks-CA-91423/19987094_zpid/,$2.90M,12902,,10326,08/07/2018,2900000.0,2017,2016,3371353,08/07/2018,19987094,3826 Benedict Canyon Dr,Sherman Oaks,CA,91423
 SqFt,4.0,4,2655,SingleFamily,12/20/2010,960009,https://www.zillow.com/homedetails/3624-Glenridge-Dr-Sherman-Oaks-CA-91423/19987221_zpid/,$16K,,,6900,08/07/2018,1059746.0,2017,1955,1734801,08/07/2018,19987221,3624 Glenridge Dr,Sherman Oaks,CA,91423
 SqFt,3.0,4,2600,SingleFamily,03/29/2017,2300000,https://www.zillow.com/homedetails/3550-Glenridge-Dr-Sherman-Oaks-CA-91423/19987232_zpid/,$2.3M,51122,,11000,08/07/2018,904486.0,2017,1973,2371787,08/07/2018,19987232,3550 Glenridge Dr,Sherman Oaks,CA,91423
 SqFt,3.0,4,3396,SingleFamily,07/18/2017,3000000,https://www.zillow.com/homedetails/3851-Beverly-Ridge-Dr-Sherman-Oaks-CA-91423/19987522_zpid/,$3.00M,12333,,8995,08/07/2018,1735328.0,2017,1962,3240214,08/07/2018,19987522,3851 Beverly Ridge Dr,Sherman Oaks,CA,91423
 SqFt,3.0,4,2912,SingleFamily,05/01/2018,2150000,https://www.zillow.com/homedetails/3540-Beverly-Ridge-Dr-Sherman-Oaks-CA-91423/19987565_zpid/,$2.15M,20782,,6526,08/07/2018,211816.0,2017,1959,2137005,08/07/2018,19987565,3540 Beverly Ridge Dr,Sherman Oaks,CA,91423
 SqFt,6.5,7,5890,SingleFamily,10/26/2016,2949500,https://www.zillow.com/homedetails/4116-Sumac-Dr-Sherman-Oaks-CA-91403/19987787_zpid/,$2.95M,20638,,15000,08/07/2018,2949400.0,2017,2002,3443869,08/07/2018,19987787,4116 Sumac Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2539,SingleFamily,07/20/2016,1530000,https://www.zillow.com/homedetails/3921-Beverly-Glen-Blvd-Sherman-Oaks-CA-91423/19987808_zpid/,$1.95M,6425,,5500,08/07/2018,1530000.0,2017,1975,1791643,08/07/2018,19987808,3921 Beverly Glen Blvd,Sherman Oaks,CA,91423
 SqFt,3.5,5,3470,SingleFamily,09/02/2015,2130000,https://www.zillow.com/homedetails/3900-Deervale-Dr-Sherman-Oaks-CA-91403/19987824_zpid/,$2.13M,57863,,10400,08/07/2018,2172600.0,2017,1960,2638025,08/07/2018,19987824,3900 Deervale Dr,Sherman Oaks,CA,91403
 SqFt,4.0,4,3100,SingleFamily,07/28/2016,2239000,https://www.zillow.com/homedetails/14560-Round-Valley-Dr-Sherman-Oaks-CA-91403/19987850_zpid/,$2.24M,10672,,8500,08/07/2018,2239000.0,2017,1929,2539252,08/07/2018,19987850,14560 Round Valley Dr,Sherman Oaks,CA,91403
 SqFt,3.0,5,3229,SingleFamily,03/29/1996,485000,https://www.zillow.com/homedetails/3929-Deervale-Dr-Sherman-Oaks-CA-91403/19987880_zpid/,$2.18M,21344,,7500,08/07/2018,694223.0,2017,1967,2393275,08/07/2018,19987880,3929 Deervale Dr,Sherman Oaks,CA,91403
 SqFt,5.0,5,4096,SingleFamily,09/21/2017,2775000,https://www.zillow.com/homedetails/14746-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19987908_zpid/,$2.77M,26166,,10061,08/07/2018,2511218.0,2017,1948,2948522,08/07/2018,19987908,14746 Valley Vista Blvd,Sherman Oaks,CA,91403
 SqFt,5.0,5,4202,SingleFamily,05/08/2018,2650000,https://www.zillow.com/homedetails/3535-Beverly-Glen-Ter-Sherman-Oaks-CA-91423/19987953_zpid/,$2.65M,30012,,12000,08/07/2018,2575500.0,2017,1954,2685434,08/07/2018,19987953,3535 Beverly Glen Ter,Sherman Oaks,CA,91423
 SqFt,4.0,4,4008,SingleFamily,05/04/2018,3338000,https://www.zillow.com/homedetails/14596-Deervale-Pl-Sherman-Oaks-CA-91403/19987998_zpid/,$15K,25979,,10434,08/07/2018,1677900.0,2017,1976,3385769,08/07/2018,19987998,14596 Deervale Pl,Sherman Oaks,CA,91403
 SqFt,4.0,4,2710,SingleFamily,12/29/2017,1150000,https://www.zillow.com/homedetails/15057-Greenleaf-St-Sherman-Oaks-CA-91403/19988224_zpid/,$1.93M,7000,,4500,08/07/2018,564073.0,2017,1950,1579784,08/07/2018,19988224,15057 Greenleaf St,Sherman Oaks,CA,91403
 SqFt,7.0,5,5935,SingleFamily,09/20/2016,3000000,https://www.zillow.com/homedetails/14947-Greenleaf-St-Sherman-Oaks-CA-91403/19988332_zpid/,$3.00M,10723,,14495,08/07/2018,3000000.0,2017,2016,3628517,08/07/2018,19988332,14947 Greenleaf St,Sherman Oaks,CA,91403
 SqFt,4.0,5,3800,SingleFamily,04/17/2018,2650000,https://www.zillow.com/homedetails/14857-Greenleaf-St-Sherman-Oaks-CA-91403/19988339_zpid/,$2.65M,7405,,3500,08/07/2018,1065000.0,2017,2018,2680797,08/07/2018,19988339,14857 Greenleaf St,Sherman Oaks,CA,91403
 SqFt,3.0,5,3000,SingleFamily,02/13/2018,2470000,https://www.zillow.com/homedetails/14547-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19988714_zpid/,$2.47M,23370,,8250,08/07/2018,1086162.0,2017,1928,2865858,08/07/2018,19988714,14547 Valley Vista Blvd,Sherman Oaks,CA,91403
 SqFt,5.0,4,4024,SingleFamily,02/24/2018,2500000,https://www.zillow.com/homedetails/14743-Sutton-St-Sherman-Oaks-CA-91403/19988770_zpid/,$2.5M,10741,,10000,08/07/2018,2090000.0,2017,2008,2530669,08/07/2018,19988770,14743 Sutton St,Sherman Oaks,CA,91403
 SqFt,3.0,4,2564,Condominium,02/23/2018,1830000,https://www.zillow.com/homedetails/14854-Greenleaf-St-Sherman-Oaks-CA-91403/19988782_zpid/,$1.83M,7405,,5981,08/07/2018,1071000.0,2017,1964,1251395,08/07/2018,19988782,14854 Greenleaf St,Sherman Oaks,CA,91403
 SqFt,4.0,4,1689,SingleFamily,04/07/2017,1200000,https://www.zillow.com/homedetails/14926-Sutton-St-Sherman-Oaks-CA-91403/19988917_zpid/,$1.2M,7113,,4500,08/07/2018,636961.0,2017,1949,1330662,08/07/2018,19988917,14926 Sutton St,Sherman Oaks,CA,91403
 SqFt,6.0,5,4285,Apartment,09/01/2016,11000,https://www.zillow.com/homedetails/14917-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19988941_zpid/,$16K,8712,,3200,08/07/2018,1272323.0,2017,2012,,01/01/1970,19988941,14917 Valley Vista Blvd,Sherman Oaks,CA,91403
 SqFt,6.0,5,5460,SingleFamily,10/16/2009,1850000,https://www.zillow.com/homedetails/14987-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19988944_zpid/,$2.90M,10576,,10400,08/07/2018,2057598.0,2017,1994,3014632,08/07/2018,19988944,14987 Valley Vista Blvd,Sherman Oaks,CA,91403
 SqFt,2.0,4,2485,SingleFamily,04/14/2017,2200000,https://www.zillow.com/homedetails/14836-Sutton-St-Sherman-Oaks-CA-91403/19988953_zpid/,$2.2M,17420,,9500,08/07/2018,1044216.0,2017,1948,2449117,08/07/2018,19988953,14836 Sutton St,Sherman Oaks,CA,91403
 SqFt,7.0,6,5220,SingleFamily,03/07/2018,2850000,https://www.zillow.com/homedetails/14806-Sutton-St-Sherman-Oaks-CA-91403/19988999_zpid/,$2.85M,7501,,10000,08/07/2018,1425396.0,2017,2017,3127227,08/07/2018,19988999,14806 Sutton St,Sherman Oaks,CA,91403
 SqFt,6.0,5,4416,SingleFamily,06/30/2017,2720000,https://www.zillow.com/homedetails/4180-Crisp-Canyon-Rd-Sherman-Oaks-CA-91403/19989062_zpid/,$2.72M,11210,,12995,08/07/2018,2152615.0,2017,1999,2951259,08/07/2018,19989062,4180 Crisp Canyon Rd,Sherman Oaks,CA,91403
 SqFt,3.0,4,3166,SingleFamily,07/07/2017,2195000,https://www.zillow.com/homedetails/4020-Stoneybrook-Dr-Sherman-Oaks-CA-91403/19989502_zpid/,$2.19M,23086,,9750,08/07/2018,1587312.0,2017,1953,2411384,08/07/2018,19989502,4020 Stoneybrook Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2384,SingleFamily,02/10/2017,1801000,https://www.zillow.com/homedetails/3746-Limestone-Pl-Sherman-Oaks-CA-91403/19989520_zpid/,$1.8M,72353,,9500,08/07/2018,1527441.0,2017,1955,1657121,08/07/2018,19989520,3746 Limestone Pl,Sherman Oaks,CA,91403
 SqFt,4.0,4,2876,SingleFamily,12/16/2017,1575000,https://www.zillow.com/homedetails/15045-Sherview-Pl-Sherman-Oaks-CA-91403/19989701_zpid/,$1.98M,229996,,6280,08/07/2018,1061038.0,2017,1965,2101728,08/07/2018,19989701,15045 Sherview Pl,Sherman Oaks,CA,91403
 SqFt,4.0,4,3550,SingleFamily,10/21/2016,2470000,https://www.zillow.com/homedetails/3552-Cody-Rd-Sherman-Oaks-CA-91403/19989709_zpid/,$2.47M,29159,,8995,08/07/2018,1573636.0,2016,1957,,01/01/1970,19989709,3552 Cody Rd,Sherman Oaks,CA,91403
 SqFt,3.0,4,2341,SingleFamily,10/06/2016,1797500,https://www.zillow.com/homedetails/3424-Woodcliff-Rd-Sherman-Oaks-CA-91403/19989726_zpid/,$1.8M,10889,,7495,08/07/2018,1797500.0,2017,1956,1653187,08/07/2018,19989726,3424 Woodcliff Rd,Sherman Oaks,CA,91403
 SqFt,3.0,4,2164,SingleFamily,05/23/2018,1550000,https://www.zillow.com/homedetails/3754-Whitespeak-Dr-Sherman-Oaks-CA-91403/19989805_zpid/,$1.55M,24225,,5900,08/07/2018,849979.0,2017,1957,1487965,08/07/2018,19989805,3754 Whitespeak Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2821,SingleFamily,04/26/2018,1950000,https://www.zillow.com/homedetails/3778-Whitespeak-Dr-Sherman-Oaks-CA-91403/19989807_zpid/,$1.95M,15224,,6370,08/07/2018,177970.0,2017,1959,1868669,08/07/2018,19989807,3778 Whitespeak Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2319,SingleFamily,07/25/2017,1650000,https://www.zillow.com/homedetails/3608-Cody-Rd-Sherman-Oaks-CA-91403/19989808_zpid/,$1.65M,14810,,7500,08/07/2018,1297086.0,2017,1956,1611436,08/07/2018,19989808,3608 Cody Rd,Sherman Oaks,CA,91403
 SqFt,4.0,5,3835,SingleFamily,02/23/2016,2526000,https://www.zillow.com/homedetails/14811-Jadestone-Dr-Sherman-Oaks-CA-91403/19989849_zpid/,$2.53M,16988,,11900,08/07/2018,2576520.0,2017,1963,3034149,08/07/2018,19989849,14811 Jadestone Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2479,SingleFamily,11/08/2016,1629000,https://www.zillow.com/homedetails/14827-Jadestone-Dr-Sherman-Oaks-CA-91403/19989851_zpid/,$1.63M,15890,,7500,08/07/2018,1629000.0,2017,1963,1593023,08/07/2018,19989851,14827 Jadestone Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2146,SingleFamily,06/27/2018,1475000,https://www.zillow.com/homedetails/3767-Sheridge-Dr-Sherman-Oaks-CA-91403/19989882_zpid/,$1.48M,17140,,5500,08/07/2018,554448.0,2017,1956,1462642,08/07/2018,19989882,3767 Sheridge Dr,Sherman Oaks,CA,91403
 SqFt,5.5,5,4983,SingleFamily,06/09/2017,2600000,https://www.zillow.com/homedetails/3778-Sheridge-Dr-Sherman-Oaks-CA-91403/19989884_zpid/,$2.6M,34177,,11900,08/07/2018,2082607.0,2017,1957,3582873,08/07/2018,19989884,3778 Sheridge Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2689,SingleFamily,04/29/2016,1840000,https://www.zillow.com/homedetails/3529-Stonewood-Dr-Sherman-Oaks-CA-91403/19989985_zpid/,$1.84M,10402,,5900,08/07/2018,1876800.0,2017,1961,1802098,08/07/2018,19989985,3529 Stonewood Dr,Sherman Oaks,CA,91403
 SqFt,2.0,4,2378,SingleFamily,02/14/2018,1750000,https://www.zillow.com/homedetails/15319-Stonewood-Ter-Sherman-Oaks-CA-91403/19990026_zpid/,$1.75M,14292,,7500,08/07/2018,1431283.0,2017,1956,1739821,08/07/2018,19990026,15319 Stonewood Ter,Sherman Oaks,CA,91403
 SqFt,3.0,4,2479,SingleFamily,11/23/2017,1680000,https://www.zillow.com/homedetails/3691-Meadville-Dr-Sherman-Oaks-CA-91403/19990081_zpid/,$1.68M,9616,,5350,08/07/2018,1057000.0,2017,1955,1680561,08/07/2018,19990081,3691 Meadville Dr,Sherman Oaks,CA,91403
 SqFt,5.0,4,3628,SingleFamily,09/02/2016,2350000,https://www.zillow.com/homedetails/15431-Vista-Haven-Pl-Sherman-Oaks-CA-91403/19990092_zpid/,$2.35M,14200,,9800,08/07/2018,2350000.0,2017,1956,2686757,08/07/2018,19990092,15431 Vista Haven Pl,Sherman Oaks,CA,91403
 SqFt,2.5,4,2240,SingleFamily,05/31/2017,1550000,https://www.zillow.com/homedetails/3653-Meadville-Dr-Sherman-Oaks-CA-91403/19990098_zpid/,$1.55M,11135,,6250,08/07/2018,1348558.0,2017,1955,1505795,08/07/2018,19990098,3653 Meadville Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2226,SingleFamily,06/06/2016,2185000,https://www.zillow.com/homedetails/3337-Scadlock-Ln-Sherman-Oaks-CA-91403/19990236_zpid/,$2.19M,18992,,10500,08/07/2018,2228700.0,2017,1959,2532072,08/07/2018,19990236,3337 Scadlock Ln,Sherman Oaks,CA,91403
 SqFt,2.0,4,1860,SingleFamily,10/31/2017,1195000,https://www.zillow.com/homedetails/3619-Scadlock-Ln-Sherman-Oaks-CA-91403/19990274_zpid/,$1.2M,13250,,4308,08/07/2018,146156.0,2017,1957,1330842,08/07/2018,19990274,3619 Scadlock Ln,Sherman Oaks,CA,91403
 SqFt,2.0,4,2189,SingleFamily,,,https://www.zillow.com/homedetails/15556-Del-Gado-Dr-Sherman-Oaks-CA-91403/19990329_zpid/,$1.7M,22694,,4883,08/07/2018,175718.0,2017,1954,1699666,08/07/2018,19990329,15556 Del Gado Dr,Sherman Oaks,CA,91403
 SqFt,5.0,4,5794,SingleFamily,12/11/2017,2950000,https://www.zillow.com/homedetails/3925-Woodfield-Dr-Sherman-Oaks-CA-91403/19990359_zpid/,$2.95M,9583,,10295,08/07/2018,484506.0,2017,1954,3078489,08/07/2018,19990359,3925 Woodfield Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2400,SingleFamily,03/19/2018,1605000,https://www.zillow.com/homedetails/3969-Woodfield-Dr-Sherman-Oaks-CA-91403/19990368_zpid/,$1.6M,11299,,6900,08/07/2018,1204617.0,2017,1955,1618672,08/07/2018,19990368,3969 Woodfield Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2816,SingleFamily,06/21/2016,1950000,https://www.zillow.com/homedetails/15626-Royal-Ridge-Rd-Sherman-Oaks-CA-91403/19990447_zpid/,$1.95M,16056,,6500,08/07/2018,1989000.0,2017,1959,1970675,08/07/2018,19990447,15626 Royal Ridge Rd,Sherman Oaks,CA,91403
 SqFt,5.0,4,3545,SingleFamily,02/10/2017,2350000,https://www.zillow.com/homedetails/3780-Regal-Vista-Dr-Sherman-Oaks-CA-91403/19990503_zpid/,$2.35M,43560,,8500,08/07/2018,1173000.0,2017,1959,2985406,08/07/2018,19990503,3780 Regal Vista Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,3009,SingleFamily,06/01/2018,2145000,https://www.zillow.com/homedetails/3830-Royal-Meadow-Rd-Sherman-Oaks-CA-91403/19990510_zpid/,$2.15M,17114,,5900,08/07/2018,2050200.0,2017,1959,2120452,08/07/2018,19990510,3830 Royal Meadow Rd,Sherman Oaks,CA,91403
 SqFt,6.0,5,3774,SingleFamily,08/16/2017,1525000,https://www.zillow.com/homedetails/3633-Crownridge-Dr-Sherman-Oaks-CA-91403/19990553_zpid/,$2.75M,13503,,5995,08/07/2018,308248.0,2017,1958,2537641,08/07/2018,19990553,3633 Crownridge Dr,Sherman Oaks,CA,91403
 SqFt,4.0,4,3282,SingleFamily,06/21/2018,2325000,https://www.zillow.com/homedetails/3553-Crownridge-Dr-Sherman-Oaks-CA-91403/19990570_zpid/,$2.33M,16700,,8900,08/07/2018,1550565.0,2017,1958,2338680,08/07/2018,19990570,3553 Crownridge Dr,Sherman Oaks,CA,91403
 SqFt,4.0,4,4210,SingleFamily,07/01/1997,785000,https://www.zillow.com/homedetails/3655-Valley-Meadow-Rd-Sherman-Oaks-CA-91403/19990647_zpid/,$2.29M,34307,,10000,08/07/2018,1080015.0,2017,1992,2330082,08/07/2018,19990647,3655 Valley Meadow Rd,Sherman Oaks,CA,91403
 SqFt,3.0,4,2575,SingleFamily,03/21/2018,1900000,https://www.zillow.com/homedetails/3574-Alana-Dr-Sherman-Oaks-CA-91403/19990680_zpid/,$1.9M,2575,,7500,08/07/2018,1293897.0,2017,1961,1939081,08/07/2018,19990680,3574 Alana Dr,Sherman Oaks,CA,91403
 SqFt,5.0,5,4414,SingleFamily,03/03/2016,2550000,https://www.zillow.com/homedetails/15750-Castlewoods-Dr-Sherman-Oaks-CA-91403/19990845_zpid/,$2.55M,27878,,10000,08/07/2018,2601000.0,2017,1962,3052001,08/07/2018,19990845,15750 Castlewoods Dr,Sherman Oaks,CA,91403
 SqFt,3.0,4,2977,SingleFamily,12/20/2017,1355000,https://www.zillow.com/homedetails/15708-Castlewoods-Dr-Sherman-Oaks-CA-91403/19990850_zpid/,$1.9M,12479,,5700,08/07/2018,178464.0,2017,1962,1976011,08/07/2018,19990850,15708 Castlewoods Dr,Sherman Oaks,CA,91403
 SqFt,4.0,5,4300,SingleFamily,08/01/2017,2925000,https://www.zillow.com/homedetails/3371-Alana-Dr-Sherman-Oaks-CA-91403/19990858_zpid/,$2.92M,17300,,11800,08/07/2018,2604420.0,2017,1962,3148030,08/07/2018,19990858,3371 Alana Dr,Sherman Oaks,CA,91403
 SqFt,5.0,4,3514,SingleFamily,02/28/2017,2440000,https://www.zillow.com/homedetails/3861-Kingswood-Rd-Sherman-Oaks-CA-91403/19991001_zpid/,$2.44M,41000,,11500,08/07/2018,2587799.0,2017,1954,2865948,08/07/2018,19991001,3861 Kingswood Rd,Sherman Oaks,CA,91403
 SqFt,6.0,4,3350,SingleFamily,06/30/2017,2360000,https://www.zillow.com/homedetails/4527-Haskell-Ave-Encino-CA-91436/19991145_zpid/,$2.36M,24833,,9500,08/07/2018,1625000.0,2017,1952,2562412,08/07/2018,19991145,4527 Haskell Ave,Encino,CA,91436
 SqFt,4.0,5,3967,SingleFamily,03/15/2018,2600000,https://www.zillow.com/homedetails/15729-Sutton-St-Encino-CA-91436/19991196_zpid/,$2.6M,13969,,8999,08/07/2018,1677500.0,2017,1957,2638504,08/07/2018,19991196,15729 Sutton St,Encino,CA,91436
 SqFt,6.0,4,4817,SingleFamily,05/22/2017,2837500,https://www.zillow.com/homedetails/4505-Densmore-Ave-Encino-CA-91436/19991210_zpid/,$2.84M,28749,,10809,08/07/2018,1990724.0,2017,1941,3488751,08/07/2018,19991210,4505 Densmore Ave,Encino,CA,91436
 SqFt,3.0,4,2850,SingleFamily,04/27/2018,2000000,https://www.zillow.com/homedetails/4544-Woodley-Ave-Encino-CA-91436/19991276_zpid/,$2M,15986,,7900,08/07/2018,1330866.0,2017,1957,1948705,08/07/2018,19991276,4544 Woodley Ave,Encino,CA,91436
 SqFt,4.0,4,3275,SingleFamily,07/28/2017,2225000,https://www.zillow.com/homedetails/4441-Densmore-Ave-Encino-CA-91436/19991321_zpid/,$2.23M,12967,,9500,08/07/2018,1899990.0,2017,1959,2402752,08/07/2018,19991321,4441 Densmore Ave,Encino,CA,91436
 SqFt,4.1,5,3745,SingleFamily,03/30/2018,2400000,https://www.zillow.com/homedetails/4422-Sherman-Oaks-Cir-Sherman-Oaks-CA-91403/19991465_zpid/,$2.4M,7718,,7083,08/07/2018,1616300.0,2017,2017,2450791,08/07/2018,19991465,4422 Sherman Oaks Cir,Sherman Oaks,CA,91403
 SqFt,4.0,4,3920,SingleFamily,11/15/2005,1100000,https://www.zillow.com/homedetails/16200-Bertella-Dr-Encino-CA-91436/19991641_zpid/,$15K,19834,,6395,08/07/2018,1150000.0,2017,1955,2439454,08/07/2018,19991641,16200 Bertella Dr,Encino,CA,91436
 SqFt,6.0,6,6855,SingleFamily,10/09/2015,2800000,https://www.zillow.com/homedetails/4650-Petit-Ave-Encino-CA-91436/19991679_zpid/,$2.8M,57916,,18000,08/07/2018,2856000.0,2017,1941,5034092,08/07/2018,19991679,4650 Petit Ave,Encino,CA,91436
 SqFt,4.0,5,3800,SingleFamily,05/12/2016,2480000,https://www.zillow.com/homedetails/4500-Petit-Ave-Encino-CA-91436/19991698_zpid/,$2.48M,18295,,10079,08/07/2018,2529600.0,2017,1923,2922663,08/07/2018,19991698,4500 Petit Ave,Encino,CA,91436
 SqFt,7.0,6,6652,SingleFamily,01/02/2018,2600000,https://www.zillow.com/homedetails/4440-Hayvenhurst-Ave-Encino-CA-91436/19991836_zpid/,$2.6M,41612,,11500,08/07/2018,1621100.0,2017,1992,3338252,08/07/2018,19991836,4440 Hayvenhurst Ave,Encino,CA,91436
 SqFt,4.0,4,2964,SingleFamily,07/06/2016,2133500,https://www.zillow.com/homedetails/4412-Bergamo-Dr-Encino-CA-91436/19991867_zpid/,$2.13M,18382,,8999,08/07/2018,2133500.0,2017,1959,2490949,08/07/2018,19991867,4412 Bergamo Dr,Encino,CA,91436
 SqFt,4.0,4,3270,SingleFamily,09/21/2017,2392500,https://www.zillow.com/homedetails/16341-Meadowridge-Rd-Encino-CA-91436/19991988_zpid/,$2.39M,15137,,8900,08/07/2018,2200000.0,2017,1959,2541474,08/07/2018,19991988,16341 Meadowridge Rd,Encino,CA,91436
 SqFt,4.0,5,4038,SingleFamily,06/14/2017,2775000,https://www.zillow.com/homedetails/15500-Valley-Vista-Blvd-Encino-CA-91436/19992039_zpid/,$2.77M,23522,,9675,08/07/2018,1747000.0,2017,1949,3023956,08/07/2018,19992039,15500 Valley Vista Blvd,Encino,CA,91436
 SqFt,6.0,4,3410,SingleFamily,07/03/2018,2100000,https://www.zillow.com/homedetails/15436-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19992045_zpid/,$2.1M,14880,,9000,08/07/2018,1515162.0,2017,1941,2178924,08/07/2018,19992045,15436 Valley Vista Blvd,Sherman Oaks,CA,91403
 SqFt,6.0,5,4694,SingleFamily,05/10/2016,2675000,https://www.zillow.com/homedetails/4328-Valley-Meadow-Rd-Encino-CA-91436/19992048_zpid/,$2.67M,17424,,11000,08/07/2018,2728500.0,2017,1950,3154683,08/07/2018,19992048,4328 Valley Meadow Rd,Encino,CA,91436
 SqFt,4.0,4,2887,SingleFamily,08/16/2016,1325000,https://www.zillow.com/homedetails/15601-Meadowgate-Rd-Encino-CA-91436/19992058_zpid/,$2.35M,15764,,7082,08/07/2018,1325000.0,2017,1955,2326194,08/07/2018,19992058,15601 Meadowgate Rd,Encino,CA,91436
 SqFt,5.5,6,5208,SingleFamily,06/02/2016,2752000,https://www.zillow.com/homedetails/4120-Valley-Meadow-Rd-Encino-CA-91436/19992084_zpid/,$2.75M,26768,,13536,08/07/2018,2807040.0,2017,1960,3231278,08/07/2018,19992084,4120 Valley Meadow Rd,Encino,CA,91436
 SqFt,,4,3889,VacantResidentialLand,01/26/2018,2580000,https://www.zillow.com/homedetails/15819-High-Knoll-Rd-Encino-CA-91436/19992106_zpid/,$2.58M,21614,,7995,08/07/2018,954895.0,2017,1965,,01/01/1970,19992106,15819 High Knoll Rd,Encino,CA,91436
 SqFt,4.0,4,3394,SingleFamily,10/02/1997,525000,https://www.zillow.com/homedetails/15536-High-Knoll-Rd-Encino-CA-91436/19992137_zpid/,$2.1M,38398,,8543,08/07/2018,722296.0,2017,1961,2221254,08/07/2018,19992137,15536 High Knoll Rd,Encino,CA,91436
 SqFt,4.0,4,4215,SingleFamily,01/22/2016,2725000,https://www.zillow.com/homedetails/15604-Vandorf-Pl-Encino-CA-91436/19992153_zpid/,$2.73M,23000,,9941,08/07/2018,2779500.0,2017,1962,3285677,08/07/2018,19992153,15604 Vandorf Pl,Encino,CA,91436
 SqFt,5.0,4,2713,SingleFamily,06/09/2017,2600000,https://www.zillow.com/homedetails/4111-Valley-Meadow-Rd-Encino-CA-91436/19992181_zpid/,$2.6M,23466,,8250,08/07/2018,275640.0,2017,1951,2840280,08/07/2018,19992181,4111 Valley Meadow Rd,Encino,CA,91436
 SqFt,5.0,4,3000,SingleFamily,07/07/2016,2347618,https://www.zillow.com/homedetails/4311-Valley-Meadow-Rd-Encino-CA-91436/19992224_zpid/,$2.35M,25382,,8999,08/07/2018,2348000.0,2017,1951,2816771,08/07/2018,19992224,4311 Valley Meadow Rd,Encino,CA,91436
 SqFt,6.0,4,4350,SingleFamily,,,https://www.zillow.com/homedetails/16230-Quemada-Rd-Encino-CA-91436/19992373_zpid/,$2.29M,22829,,8633,08/07/2018,392015.0,2017,1958,2500212,08/07/2018,19992373,16230 Quemada Rd,Encino,CA,91436
 SqFt,6.0,5,3189,SingleFamily,05/17/2018,2710000,https://www.zillow.com/homedetails/3529-Caribeth-Dr-Encino-CA-91436/19992408_zpid/,$2.71M,10140,,9800,08/07/2018,2448000.0,2017,1962,2702714,08/07/2018,19992408,3529 Caribeth Dr,Encino,CA,91436
 SqFt,6.0,5,5250,SingleFamily,10/24/2016,2961000,https://www.zillow.com/homedetails/16387-Mandalay-Dr-Encino-CA-91436/19992537_zpid/,$2.96M,15986,,12675,08/07/2018,2960000.0,2017,2015,3785622,08/07/2018,19992537,16387 Mandalay Dr,Encino,CA,91436
 SqFt,3.0,4,2640,SingleFamily,06/08/2018,1808000,https://www.zillow.com/homedetails/3942-Ballina-Dr-Encino-CA-91436/19992542_zpid/,$1.81M,18600,,5900,08/07/2018,1408352.0,2017,1956,1816942,08/07/2018,19992542,3942 Ballina Dr,Encino,CA,91436
 SqFt,3.0,4,2931,SingleFamily,07/25/2018,2100000,https://www.zillow.com/homedetails/4095-Hayvenhurst-Dr-Encino-CA-91436/19992563_zpid/,$2.1M,12500,,7900,08/07/2018,1836000.0,2017,1955,1995359,08/07/2018,19992563,4095 Hayvenhurst Dr,Encino,CA,91436
 SqFt,5.0,4,3200,SingleFamily,09/27/2017,2800000,https://www.zillow.com/homedetails/16441-Tudor-Dr-Encino-CA-91436/19992593_zpid/,$2.8M,13557,,9747,08/07/2018,1530000.0,2017,1970,2970042,08/07/2018,19992593,16441 Tudor Dr,Encino,CA,91436
